county_fips,year,acres_harvested
27063,1975,163300
27063,1976,152800
27063,1977,174200
27063,1978,170000
27063,1979,189900
27063,1980,184800
27063,1981,181500
27063,1982,187100
27063,1983,173800
27063,1984,184300
27063,1985,177700
27063,1986,165600
27063,1987,169700
27063,1988,171200
27063,1989,173800
27063,1990,157800
27063,1991,203500
27063,1992,163800
27063,1993,159100
27063,1994,172300
27063,1995,181300
27063,1996,168200
27063,1997,185400
27063,1998,178900
27063,1999,180000
27063,2000,170200
27063,2001,177300
27063,2002,167700
27063,2003,174600
27063,2004,170000
27063,2005,171000
27063,2006,165400
27063,2007,154500
27063,2008,165300
27063,2009,174000
27063,2010,170500
27063,2011,174200
27063,2012,169500
27063,2013,163100
27063,2014,167800
27063,2015,167500
27063,2016,163700
27063,2017,170400
27063,2018,173500
27063,2019,155700
27063,2020,171000
27063,2021,173900
27063,2022,175100
27063,2023,171800
27063,2024,170300
27063,2025,166300
27085,1951,6800
27085,1952,9400
27085,1953,12600
27085,1954,21300
27085,1955,22400
27085,1956,25700
27085,1957,26900
27085,1958,36500
27085,1959,25700
27085,1960,27600
27085,1961,31900
27085,1962,28600
27085,1963,30700
27085,1964,36900
27085,1965,43000
27085,1966,49200
27085,1967,54500
27085,1968,49000
27085,1969,48000
27085,1970,49900
27085,1971,38300
27085,1972,47800
27085,1973,69600
27085,1974,61500
27085,1975,49900
27085,1976,33800
27085,1977,51700
27085,1978,66000
27085,1979,102400
27085,1980,86700
27085,1981,69200
27085,1982,78400
27085,1983,76500
27085,1984,80800
27085,1985,80300
27085,1986,79600
27085,1987,68000
27085,1988,69900
27085,1989,71000
27085,1990,70300
27085,1991,80400
27085,1992,82900
27085,1993,83600
27085,1994,87600
27085,1995,91000
27085,1996,80400
27085,1997,91100
27085,1998,91200
27085,1999,95400
27085,2000,96800
27085,2001,101100
27085,2002,95800
27085,2003,93900
27085,2004,87900
27085,2005,82100
27085,2006,81800
27085,2007,70300
27085,2008,83000
27085,2009,86000
27085,2010,91700
27085,2011,85800
27085,2012,80800
27085,2013,72800
27085,2014,65200
27085,2015,83200
27085,2016,82400
27085,2017,92200
27085,2018,93000
27085,2019,80200
27085,2020,87900
27085,2021,86900
27085,2022,91900
27085,2023,88400
27085,2024,90300
27085,2025,86300
27129,1951,69700
27129,1952,82000
27129,1953,98700
27129,1954,143000
27129,1955,134400
27129,1956,148100
27129,1957,138000
27129,1958,164700
27129,1959,117100
27129,1960,112800
27129,1961,134000
27129,1962,124800
27129,1963,125500
27129,1964,145600
27129,1965,160400
27129,1966,171700
27129,1967,175000
27129,1968,157500
27129,1969,144900
27129,1970,137900
27129,1971,127300
27129,1972,158700
27129,1973,211000
27129,1974,190000
27129,1975,168800
27129,1976,132200
27129,1977,199400
27129,1978,217800
27129,1979,275600
27129,1980,223100
27129,1981,203900
27129,1982,234400
27129,1983,209200
27129,1984,255500
27129,1985,238700
27129,1986,212100
27129,1987,200000
27129,1988,209000
27129,1989,210700
27129,1990,201800
27129,1991,223000
27129,1992,236300
27129,1993,217900
27129,1994,233700
27129,1995,236700
27129,1996,230500
27129,1997,251800
27129,1998,240200
27129,1999,244200
27129,2000,243800
27129,2001,249900
27129,2002,233300
27129,2003,223200
27129,2004,217500
27129,2005,196500
27129,2006,199600
27129,2007,167500
27129,2008,208000
27129,2009,189700
27129,2010,199000
27129,2011,182800
27129,2012,170000
27129,2013,167200
27129,2014,202000
27129,2015,215000
27129,2016,199600
27129,2017,228500
27129,2018,196800
27129,2019,178600
27129,2020,186900
27129,2021,189600
27129,2022,195200
27129,2023,187700
27129,2024,191200
27129,2025,175200
27143,1951,23700
27143,1952,29000
27143,1953,37300
27143,1954,52600
27143,1955,52900
27143,1956,58200
27143,1957,57200
27143,1958,62800
27143,1959,45800
27143,1960,45500
27143,1961,53300
27143,1962,56600
27143,1963,50200
27143,1964,57600
27143,1965,68500
27143,1966,74100
27143,1967,79200
27143,1968,78400
27143,1969,76800
27143,1970,73800
27143,1971,67600
27143,1972,84500
27143,1973,115000
27143,1974,103900
27143,1975,103400
27143,1976,76300
27143,1977,104500
27143,1978,107500
27143,1979,128700
27143,1980,120400
27143,1981,114400
27143,1982,119700
27143,1983,107400
27143,1984,115400
27143,1985,120500
27143,1986,111700
27143,1987,104900
27143,1988,107500
27143,1989,108900
27143,1990,103700
27143,1991,117600
27143,1992,120800
27143,1993,118100
27143,1994,123800
27143,1995,122000
27143,1996,118000
27143,1997,129300
27143,1998,122000
27143,1999,130700
27143,2000,123500
27143,2001,129400
27143,2002,120200
27143,2003,119400
27143,2004,116600
27143,2005,112000
27143,2006,111000
27143,2007,94200
27143,2008,106300
27143,2009,113800
27143,2010,120800
27143,2011,115000
27143,2012,102400
27143,2013,90400
27143,2014,110500
27143,2015,112400
27143,2016,106200
27143,2017,121200
27143,2018,116700
27143,2019,107600
27143,2020,117500
27143,2021,118000
27143,2022,119600
27143,2023,120800
27143,2024,116500
27143,2025,115300
27147,1951,15100
27147,1952,15000
27147,1953,17800
27147,1954,22800
27147,1955,25200
27147,1956,25800
27147,1957,25900
27147,1958,31900
27147,1959,23500
27147,1960,24500
27147,1961,25100
27147,1962,24700
27147,1963,28000
27147,1964,28800
27147,1965,35100
27147,1966,41200
27147,1967,43900
27147,1968,44800
27147,1969,44400
27147,1970,47000
27147,1971,46500
27147,1972,50800
27147,1973,74000
27147,1974,63500
27147,1975,56200
27147,1976,52100
27147,1977,57200
27147,1978,69100
27147,1979,86300
27147,1980,80700
27147,1981,73100
27147,1982,75800
27147,1983,77300
27147,1984,76600
27147,1985,73700
27147,1986,68500
27147,1987,58200
27147,1988,60700
27147,1989,61300
27147,1990,56200
27147,1991,67000
27147,1992,67400
27147,1993,70900
27147,1994,73700
27147,1995,75700
27147,1996,81300
27147,1997,88500
27147,1998,88100
27147,1999,91900
27147,2000,89200
27147,2001,100000
27147,2002,86400
27147,2003,90600
27147,2004,86000
27147,2005,89300
27147,2006,86300
27147,2007,73400
27147,2008,84700
27147,2009,82500
27147,2010,79000
27147,2011,75500
27147,2012,68000
27147,2013,59000
27147,2014,64900
27147,2015,78300
27147,2016,74100
27147,2017,86600
27147,2018,78800
27147,2019,74000
27147,2020,84000
27147,2021,79900
27147,2022,84000
27147,2023,82200
27147,2024,85000
27147,2025,78600
27149,1951,11600
27149,1952,16500
27149,1953,24000
27149,1954,39500
27149,1955,51100
27149,1956,64700
27149,1957,57300
27149,1958,71900
27149,1959,47900
27149,1960,32300
27149,1961,29000
27149,1962,28400
27149,1963,28200
27149,1964,37300
27149,1965,39600
27149,1966,42100
27149,1967,51700
27149,1968,36700
27149,1969,34900
27149,1970,29400
27149,1971,25500
27149,1972,38800
27149,1973,41000
27149,1974,35000
27149,1975,30000
27149,1976,28700
27149,1977,40800
27149,1978,40300
27149,1979,57700
27149,1980,50000
27149,1981,61600
27149,1982,65900
27149,1983,68300
27149,1984,88400
27149,1985,87200
27149,1986,80800
27149,1987,71400
27149,1988,74600
27149,1989,90300
27149,1990,89100
27149,1991,103200
27149,1992,114900
27149,1993,95000
27149,1994,118600
27149,1995,119900
27149,1996,131300
27149,1997,133100
27149,1998,133700
27149,1999,138000
27149,2000,135800
27149,2001,136300
27149,2002,135200
27149,2003,136300
27149,2004,131500
27149,2005,115100
27149,2006,124900
27149,2007,103400
27149,2008,118400
27149,2009,108800
27149,2010,110900
27149,2011,105500
27149,2012,104900
27149,2013,96400
27149,2014,108300
27149,2015,111600
27149,2016,106200
27149,2017,112200
27149,2018,105500
27149,2019,92300
27149,2020,103100
27149,2021,104600
27149,2022,104700
27149,2023,95500
27149,2024,90700
27149,2025,84900
27151,1951,32700
27151,1952,34000
27151,1953,40500
27151,1954,69500
27151,1955,77500
27151,1956,92000
27151,1957,82900
27151,1958,95500
27151,1959,65100
27151,1960,51900
27151,1961,54400
27151,1962,47700
27151,1963,54900
27151,1964,75700
27151,1965,77700
27151,1966,84100
27151,1967,89000
27151,1968,71200
27151,1969,68400
27151,1970,57500
27151,1971,59100
27151,1972,80300
27151,1973,94600
27151,1974,81000
27151,1975,74600
27151,1976,62500
27151,1977,76200
27151,1978,82000
27151,1979,119400
27151,1980,109000
27151,1981,86200
27151,1982,104300
27151,1983,97800
27151,1984,120400
27151,1985,102200
27151,1986,87200
27151,1987,101000
27151,1988,103200
27151,1989,112800
27151,1990,108500
27151,1991,121900
27151,1992,141400
27151,1993,127600
27151,1994,144500
27151,1995,139900
27151,1996,159100
27151,1997,159300
27151,1998,159400
27151,1999,159300
27151,2000,155300
27151,2001,152800
27151,2002,148700
27151,2003,151800
27151,2004,144300
27151,2005,140000
27151,2006,136000
27151,2007,116700
27151,2008,127000
27151,2009,128100
27151,2010,128000
27151,2011,122800
27151,2012,113300
27151,2013,112700
27151,2014,120900
27151,2015,137500
27151,2016,123800
27151,2017,131600
27151,2018,127700
27151,2019,104200
27151,2020,115500
27151,2021,119500
27151,2022,115600
27151,2023,107500
27151,2024,103000
27151,2025,92400
27161,1951,27100
27161,1952,30500
27161,1953,36000
27161,1954,43900
27161,1955,42000
27161,1956,44000
27161,1957,44100
27161,1958,47000
27161,1959,31200
27161,1960,32900
27161,1961,36600
27161,1962,35000
27161,1963,38400
27161,1964,41800
27161,1965,50000
27161,1966,56100
27161,1967,55000
27161,1968,56600
27161,1969,59400
27161,1970,65800
27161,1971,54700
27161,1972,62700
27161,1973,92400
27161,1974,84800
27161,1975,77300
27161,1976,60900
27161,1977,82100
27161,1978,83000
27161,1979,89200
27161,1980,85800
27161,1981,72100
27161,1982,77000
27161,1983,71100
27161,1984,71600
27161,1985,70300
27161,1986,60200
27161,1987,69000
27161,1988,75900
27161,1989,78400
27161,1990,70700
27161,1991,89100
27161,1992,80500
27161,1993,84000
27161,1994,87300
27161,1995,90200
27161,1996,92500
27161,1997,100100
27161,1998,99500
27161,1999,102000
27161,2000,98700
27161,2001,106200
27161,2002,96200
27161,2003,98200
27161,2004,97200
27161,2005,94600
27161,2006,97100
27161,2007,83500
27161,2008,90600
27161,2009,88800
27161,2010,85800
27161,2011,83400
27161,2012,79900
27161,2013,68300
27161,2014,79300
27161,2015,82800
27161,2016,78600
27161,2017,89300
27161,2018,85900
27161,2019,82800
27161,2020,86600
27161,2021,92100
27161,2022,89800
27161,2023,92000
27161,2024,90800
27161,2025,91700
27163,1951,1500
27163,1952,1800
27163,1953,2700
27163,1954,4500
27163,1955,5800
27163,1956,5800
27163,1957,7900
27163,1958,10600
27163,1959,8200
27163,1960,8800
27163,1961,8900
27163,1962,8700
27163,1963,8500
27163,1964,10600
27163,1965,12200
27163,1966,13500
27163,1967,12900
27163,1968,12500
27163,1969,12000
27163,1970,10200
27163,1971,6600
27163,1972,8200
27163,1973,12800
27163,1974,12500
27163,1975,7600
27163,1976,8600
27163,1977,11900
27163,1978,12800
27163,1979,17300
27163,1980,18700
27163,1981,19800
27163,1982,22200
27163,1983,18600
27163,1984,22400
27163,1985,20100
27163,1986,19000
27163,1987,13600
27163,1988,13600
27163,1989,13800
27163,1990,11400
27163,1991,12800
27163,1992,14100
27163,1993,14000
27163,1994,14000
27163,1995,13200
27163,1996,13500
27163,1997,16000
27163,1998,16700
27163,1999,16100
27163,2000,15900
27163,2001,16700
27163,2002,14800
27163,2003,15200
27163,2004,13700
27163,2005,14100
27163,2006,12500
27163,2007,11100
27163,2008,13400
27163,2009,13500
27163,2010,13800
27163,2011,13600
27163,2012,13500
27163,2013,12400
27163,2014,12300
27163,2015,13900
27163,2016,13900
27163,2017,14600
27163,2018,14100
27163,2019,12100
27163,2020,13300
27163,2021,13400
27163,2022,12500
27163,2023,13200
27163,2024,12300
27163,2025,13200
27165,1951,31300
27165,1952,32000
27165,1953,33500
27165,1954,43600
27165,1955,48800
27165,1956,54000
27165,1957,52600
27165,1958,55100
27165,1959,42500
27165,1960,44500
27165,1961,53400
27165,1962,58700
27165,1963,56100
27165,1964,60800
27165,1965,67900
27165,1966,70700
27165,1967,74200
27165,1968,74200
27165,1969,74900
27165,1970,77200
27165,1971,71200
27165,1972,79800
27165,1973,109500
27165,1974,95400
27165,1975,90200
27165,1976,85800
27165,1977,102500
27165,1978,104000
27165,1979,120100
27165,1980,115200
27165,1981,100800
27165,1982,99800
27165,1983,99400
27165,1984,97400
27165,1985,93800
27165,1986,86800
27165,1987,108400
27165,1988,110200
27165,1989,109800
27165,1990,101200
27165,1991,132200
27165,1992,106600
27165,1993,101600
27165,1994,112400
27165,1995,117900
27165,1996,111300
27165,1997,119900
27165,1998,118600
27165,1999,118300
27165,2000,114900
27165,2001,115700
27165,2002,113100
27165,2003,110800
27165,2004,110400
27165,2005,106700
27165,2006,107600
27165,2007,95500
27165,2008,103000
27165,2009,103700
27165,2010,100500
27165,2011,97400
27165,2012,94200
27165,2013,91800
27165,2014,95200
27165,2015,102900
27165,2016,97200
27165,2017,105600
27165,2018,99600
27165,2019,95600
27165,2020,96800
27165,2021,104100
27165,2022,97700
27165,2023,103000
27165,2024,103100
27165,2025,98600
29011,1951,44000
29011,1952,53000
29011,1953,45000
29011,1954,33300
29011,1955,29900
29011,1956,32000
29011,1957,18900
29011,1958,28000
29011,1959,38500
29011,1960,44200
29011,1961,40700
29011,1962,46900
29011,1963,43000
29011,1964,42900
29011,1965,53200
29011,1966,55000
29011,1967,52000
29011,1968,63100
29011,1969,65700
29011,1970,58000
29011,1971,62800
29011,1972,70000
29011,1973,86000
29011,1974,62600
29011,1975,75800
29011,1976,79200
29011,1977,92500
29011,1978,92500
29011,1979,90800
29011,1980,79700
29011,1981,81900
29011,1982,101000
29011,1983,83100
29011,1984,79800
29011,1985,81200
29011,1986,88800
29011,1987,80700
29011,1988,64100
29011,1989,65200
29011,1990,66700
29011,1991,60300
29011,1992,50100
29011,1993,60100
29011,1994,68900
29011,1995,71000
29011,1996,59100
29011,1997,78100
29011,1998,82600
29011,1999,83800
29011,2000,68400
29011,2001,77300
29011,2002,79500
29011,2003,77100
29011,2004,77200
29011,2005,73200
29011,2006,75600
29011,2007,68400
29011,2008,81300
29011,2009,79800
29011,2010,78200
29011,2011,81600
29011,2012,79500
29011,2013,97800
29011,2014,83700
29011,2015,71000
29011,2016,82700
29011,2017,91200
29011,2018,92000
29011,2019,91700
29011,2020,98900
29011,2021,90800
29011,2022,98400
29011,2023,92700
29011,2024,105300
29011,2025,52000
29057,1951,5200
29057,1952,10000
29057,1953,8800
29057,1954,4000
29057,1955,2500
29057,1956,3500
29057,1957,1200
29057,1958,1500
29057,1959,3600
29057,1960,4600
29057,1961,4200
29057,1962,5500
29057,1963,6300
29057,1964,5800
29057,1965,8700
29057,1966,8000
29057,1967,9000
29057,1968,9200
29057,1969,12800
29057,1970,9000
29057,1971,16000
29057,1972,17000
29057,1973,23000
29057,1974,21600
29057,1975,23000
29057,1976,23000
29057,1977,23700
29057,1978,27000
29057,1979,20600
29057,1980,20900
29057,1981,23900
29057,1982,30200
29057,1983,24800
29057,1984,23900
29057,1985,25800
29057,1986,24500
29057,1987,23700
29057,1988,20300
29057,1989,20500
29057,1990,21500
29057,1991,16800
29057,1992,17800
29057,1993,18700
29057,1994,22600
29057,1995,21800
29057,1996,19000
29057,1997,20700
29057,1998,25200
29057,1999,21400
29057,2000,20800
29057,2001,25600
29057,2002,25000
29057,2003,24700
29057,2004,25900
29057,2005,25700
29057,2006,26800
29057,2007,22100
29057,2008,29100
29057,2009,28300
29057,2010,26600
29057,2011,30200
29057,2012,29000
29057,2013,30800
29057,2014,30400
29057,2015,29200
29057,2016,32400
29057,2017,33500
29057,2018,27800
29057,2019,27400
29057,2020,28900
29057,2021,27700
29057,2022,29600
29057,2023,28900
29057,2024,31900
29057,2025,29600
29069,1951,65000
29069,1952,80000
29069,1953,71000
29069,1954,95000
29069,1955,122300
29069,1956,82800
29069,1957,73000
29069,1958,124000
29069,1959,117300
29069,1960,123000
29069,1961,141900
29069,1962,146700
29069,1963,124600
29069,1964,141600
29069,1965,158000
29069,1966,163000
29069,1967,188000
29069,1968,193600
29069,1969,166800
29069,1970,167000
29069,1971,153000
29069,1972,129000
29069,1973,211000
29069,1974,157000
29069,1975,165000
29069,1976,164000
29069,1977,168000
29069,1978,164500
29069,1979,189500
29069,1980,134000
29069,1981,140000
29069,1982,134500
29069,1983,144500
29069,1984,132500
29069,1985,109500
29069,1986,116500
29069,1987,85500
29069,1988,86300
29069,1989,93900
29069,1990,99700
29069,1991,89800
29069,1992,78900
29069,1993,93000
29069,1994,88000
29069,1995,79000
29069,1996,78600
29069,1997,85300
29069,1998,77400
29069,1999,80200
29069,2000,78900
29069,2001,67300
29069,2002,74300
29069,2003,73300
29069,2004,83500
29069,2005,71200
29069,2006,70200
29069,2007,66500
29069,2008,104500
29069,2009,116400
29069,2010,97500
29069,2011,102600
29069,2012,87700
29069,2013,122700
29069,2014,128000
29069,2015,146300
29069,2016,122900
29069,2017,119100
29069,2018,98300
29069,2019,83900
29069,2020,101900
29069,2021,82700
29069,2022,88500
29069,2023,85800
29069,2024,82800
29069,2025,75700
29143,1951,103400
29143,1952,115000
29143,1953,120000
29143,1954,134400
29143,1955,133300
29143,1956,131500
29143,1957,117000
29143,1958,160000
29143,1959,164300
29143,1960,175000
29143,1961,172300
29143,1962,166200
29143,1963,148400
29143,1964,179300
29143,1965,185700
29143,1966,203000
29143,1967,230000
29143,1968,234400
29143,1969,198200
29143,1970,207000
29143,1971,215000
29143,1972,225000
29143,1973,316000
29143,1974,236000
29143,1975,245000
29143,1976,250000
29143,1977,265000
29143,1978,271500
29143,1979,292500
29143,1980,237000
29143,1981,235000
29143,1982,215000
29143,1983,220500
29143,1984,216500
29143,1985,179500
29143,1986,178000
29143,1987,148500
29143,1988,163500
29143,1989,159500
29143,1990,193500
29143,1991,170400
29143,1992,152000
29143,1993,164300
29143,1994,162200
29143,1995,164800
29143,1996,163300
29143,1997,164300
29143,1998,168400
29143,1999,157200
29143,2000,157200
29143,2001,153400
29143,2002,172200
29143,2003,152700
29143,2004,155500
29143,2005,147000
29143,2006,146400
29143,2007,141900
29143,2008,189700
29143,2009,198500
29143,2010,178800
29143,2011,192600
29143,2012,161800
29143,2013,196700
29143,2014,201500
29143,2015,209000
29143,2016,186600
29143,2017,209500
29143,2018,203000
29143,2019,153600
29143,2020,198800
29143,2021,182000
29143,2022,210000
29143,2023,176500
29143,2024,189800
29143,2025,166000
29155,1951,77000
29155,1952,90000
29155,1953,94500
29155,1954,124000
29155,1955,125300
29155,1956,126600
29155,1957,132000
29155,1958,158000
29155,1959,144900
29155,1960,159000
29155,1961,152100
29155,1962,156200
29155,1963,161200
29155,1964,146500
29155,1965,157000
29155,1966,179000
29155,1967,190000
29155,1968,193600
29155,1969,170300
29155,1970,154000
29155,1971,146000
29155,1972,132000
29155,1973,209000
29155,1974,172000
29155,1975,182000
29155,1976,189000
29155,1977,206000
29155,1978,222000
29155,1979,240000
29155,1980,214000
29155,1981,211000
29155,1982,217000
29155,1983,209000
29155,1984,193500
29155,1985,170000
29155,1986,163500
29155,1987,161500
29155,1988,153000
29155,1989,154000
29155,1990,176000
29155,1991,166700
29155,1992,149800
29155,1993,166400
29155,1994,161200
29155,1995,165500
29155,1996,161700
29155,1997,170000
29155,1998,159400
29155,1999,164700
29155,2000,147800
29155,2001,133200
29155,2002,116700
29155,2003,118900
29155,2004,139400
29155,2005,123600
29155,2006,125300
29155,2007,128200
29155,2008,153400
29155,2009,175200
29155,2010,151600
29155,2011,154900
29155,2012,142400
29155,2013,164900
29155,2014,153200
29155,2015,162200
29155,2016,150200
29155,2017,170400
29155,2018,159400
29155,2019,141500
29155,2020,168800
29155,2021,160400
29155,2022,184300
29155,2023,164300
29155,2024,166300
29155,2025,160500
29207,1951,91000
29207,1952,93000
29207,1953,90000
29207,1954,91000
29207,1955,91500
29207,1956,77900
29207,1957,71000
29207,1958,125000
29207,1959,142900
29207,1960,155000
29207,1961,162200
29207,1962,163800
29207,1963,176100
29207,1964,165000
29207,1965,174200
29207,1966,208000
29207,1967,225000
29207,1968,239500
29207,1969,215600
29207,1970,199000
29207,1971,213000
29207,1972,234000
29207,1973,277000
29207,1974,234000
29207,1975,224000
29207,1976,200000
29207,1977,197000
29207,1978,198000
29207,1979,227000
29207,1980,193000
29207,1981,187000
29207,1982,178000
29207,1983,153000
29207,1984,163500
29207,1985,152000
29207,1986,153500
29207,1987,132500
29207,1988,139000
29207,1989,152000
29207,1990,167500
29207,1991,151400
29207,1992,142100
29207,1993,149300
29207,1994,147500
29207,1995,139200
29207,1996,123800
29207,1997,149700
29207,1998,149000
29207,1999,155400
29207,2000,153900
29207,2001,146000
29207,2002,157500
29207,2003,149400
29207,2004,143900
29207,2005,142200
29207,2006,160800
29207,2007,147200
29207,2008,193200
29207,2009,178000
29207,2010,159800
29207,2011,184300
29207,2012,162900
29207,2013,171300
29207,2014,171100
29207,2015,181800
29207,2016,169900
29207,2017,189600
29207,2018,184200
29207,2019,162500
29207,2020,172000
29207,2021,163400
29207,2022,181600
29207,2023,157900
29207,2024,169100
29207,2025,145700
39003,1951,26100
39003,1952,22700
39003,1953,27000
39003,1954,23800
39003,1955,30300
39003,1956,33600
39003,1957,34100
39003,1958,37500
39003,1959,34500
39003,1960,36900
39003,1961,43500
39003,1962,44700
39003,1963,43500
39003,1964,45100
39003,1965,51900
39003,1966,51400
39003,1967,55000
39003,1968,58900
39003,1969,62700
39003,1970,57600
39003,1971,59800
39003,1972,66300
39003,1973,79300
39003,1974,70500
39003,1975,60300
39003,1976,55900
39003,1977,72000
39003,1978,76400
39003,1979,78300
39003,1980,74500
39003,1981,65700
39003,1982,76100
39003,1983,66200
39003,1984,74500
39003,1985,78300
39003,1986,73300
39003,1987,84200
39003,1988,78700
39003,1989,85200
39003,1990,75200
39003,1991,76800
39003,1992,70000
39003,1993,77100
39003,1994,75200
39003,1995,76400
39003,1996,86000
39003,1997,82900
39003,1998,82300
39003,1999,80000
39003,2000,79600
39003,2001,80900
39003,2002,81600
39003,2003,76600
39003,2004,78400
39003,2005,79100
39003,2006,82300
39003,2007,74100
39003,2008,81200
39003,2009,81200
39003,2010,84900
39003,2011,83100
39003,2012,83400
39003,2013,84900
39003,2014,84800
39003,2015,88100
39003,2016,87800
39003,2017,90900
39003,2018,88700
39003,2019,81900
39003,2020,86700
39003,2021,86600
39003,2022,87700
39003,2023,81500
39003,2024,85900
39003,2025,85400
39007,1951,2300
39007,1952,1600
39007,1953,2300
39007,1954,2600
39007,1955,3000
39007,1956,2300
39007,1957,2800
39007,1958,2000
39007,1959,1000
39007,1960,1100
39007,1961,1900
39007,1962,1200
39007,1963,1900
39007,1964,1300
39007,1965,2200
39007,1966,3300
39007,1967,2700
39007,1968,1700
39007,1969,1400
39007,1970,1500
39007,1971,1400
39007,1972,800
39007,1973,2000
39007,1974,2500
39007,1975,2000
39007,1976,2800
39007,1977,3600
39007,1978,5000
39007,1979,8400
39007,1980,8800
39007,1981,8300
39007,1982,9300
39007,1983,10700
39007,1984,11400
39007,1985,11200
39007,1986,9100
39007,1987,9200
39007,1988,9700
39007,1989,7300
39007,1990,7000
39007,1991,9200
39007,1992,9000
39007,1993,11700
39007,1994,11600
39007,1995,12800
39007,1996,15900
39007,1997,17500
39007,1998,17600
39007,1999,18700
39007,2000,16600
39007,2001,20300
39007,2002,21600
39007,2003,18600
39007,2004,19300
39007,2005,21900
39007,2006,24300
39007,2007,28000
39007,2008,28700
39007,2009,28100
39007,2010,31800
39007,2011,26000
39007,2012,32400
39007,2013,29000
39007,2014,34200
39007,2015,27300
39007,2016,32300
39007,2017,35000
39007,2018,32100
39007,2019,30000
39007,2020,35600
39007,2021,34100
39007,2022,35600
39007,2023,33100
39007,2024,39900
39007,2025,33500
39011,1951,17200
39011,1952,14500
39011,1953,14300
39011,1954,20000
39011,1955,20000
39011,1956,21500
39011,1957,22900
39011,1958,26800
39011,1959,28400
39011,1960,26400
39011,1961,33100
39011,1962,33100
39011,1963,37500
39011,1964,37600
39011,1965,40600
39011,1966,41000
39011,1967,44200
39011,1968,50400
39011,1969,55400
39011,1970,54600
39011,1971,52800
39011,1972,63100
39011,1973,75800
39011,1974,65000
39011,1975,57500
39011,1976,60800
39011,1977,74600
39011,1978,76700
39011,1979,77500
39011,1980,76000
39011,1981,69900
39011,1982,73700
39011,1983,67400
39011,1984,70800
39011,1985,74400
39011,1986,73800
39011,1987,81200
39011,1988,78600
39011,1989,81300
39011,1990,71400
39011,1991,75600
39011,1992,72700
39011,1993,80900
39011,1994,80500
39011,1995,81800
39011,1996,90700
39011,1997,88800
39011,1998,89300
39011,1999,95400
39011,2000,91700
39011,2001,92900
39011,2002,95200
39011,2003,87500
39011,2004,90000
39011,2005,90300
39011,2006,92500
39011,2007,84900
39011,2008,86300
39011,2009,88700
39011,2010,88900
39011,2011,91500
39011,2012,89000
39011,2013,89800
39011,2014,90800
39011,2015,90500
39011,2016,95800
39011,2017,98900
39011,2018,101300
39011,2019,97000
39011,2020,96900
39011,2021,101600
39011,2022,103100
39011,2023,98200
39011,2024,101800
39011,2025,101500
39015,1951,3000
39015,1952,3600
39015,1953,2300
39015,1954,3900
39015,1955,4800
39015,1956,5900
39015,1957,9100
39015,1958,8300
39015,1959,10500
39015,1960,11600
39015,1961,14100
39015,1962,17700
39015,1963,18300
39015,1964,22400
39015,1965,26900
39015,1966,20600
39015,1967,25100
39015,1968,25000
39015,1969,27300
39015,1970,24800
39015,1971,32800
39015,1972,35000
39015,1973,33000
39015,1974,40100
39015,1975,44400
39015,1976,46500
39015,1977,55100
39015,1978,65600
39015,1979,75200
39015,1980,70200
39015,1981,53600
39015,1982,53000
39015,1983,45100
39015,1984,45200
39015,1985,46900
39015,1986,44700
39015,1987,48800
39015,1988,43100
39015,1989,47900
39015,1990,38400
39015,1991,42300
39015,1992,45000
39015,1993,51900
39015,1994,51200
39015,1995,53000
39015,1996,61000
39015,1997,58300
39015,1998,63700
39015,1999,69600
39015,2000,72800
39015,2001,74000
39015,2002,82400
39015,2003,71400
39015,2004,75900
39015,2005,77500
39015,2006,78700
39015,2007,71000
39015,2008,75300
39015,2009,80400
39015,2010,77900
39015,2011,87200
39015,2012,81300
39015,2013,86200
39015,2014,87100
39015,2015,87900
39015,2016,93400
39015,2017,95900
39015,2018,95300
39015,2019,80200
39015,2020,94500
39015,2021,89700
39015,2022,91600
39015,2023,88200
39015,2024,94800
39015,2025,86200
39021,1951,9800
39021,1952,7600
39021,1953,9100
39021,1954,12300
39021,1955,13300
39021,1956,16100
39021,1957,16900
39021,1958,16700
39021,1959,16800
39021,1960,17100
39021,1961,24300
39021,1962,24900
39021,1963,22800
39021,1964,25800
39021,1965,28400
39021,1966,29800
39021,1967,30400
39021,1968,35600
39021,1969,36800
39021,1970,40300
39021,1971,41800
39021,1972,42200
39021,1973,54700
39021,1974,47600
39021,1975,46000
39021,1976,41200
39021,1977,50800
39021,1978,53300
39021,1979,60000
39021,1980,48100
39021,1981,53900
39021,1982,58500
39021,1983,52600
39021,1984,62600
39021,1985,61500
39021,1986,56600
39021,1987,60800
39021,1988,60000
39021,1989,63900
39021,1990,59800
39021,1991,64500
39021,1992,60200
39021,1993,69800
39021,1994,68800
39021,1995,73300
39021,1996,82000
39021,1997,84500
39021,1998,86500
39021,1999,85700
39021,2000,87100
39021,2001,90200
39021,2002,90500
39021,2003,86500
39021,2004,87000
39021,2005,87100
39021,2006,94500
39021,2007,78900
39021,2008,87600
39021,2009,83200
39021,2010,85900
39021,2011,82800
39021,2012,81700
39021,2013,80200
39021,2014,87700
39021,2015,90900
39021,2016,85100
39021,2017,92800
39021,2018,86800
39021,2019,88000
39021,2020,86400
39021,2021,89600
39021,2022,90900
39021,2023,84800
39021,2024,91100
39021,2025,87200
39023,1951,11000
39023,1952,10500
39023,1953,9600
