county_fips,latitude,longitude,weight
17167,39.9,-89.5,0.039445098743700904
17167,39.9,-89.4,0.03119081420564218
17167,39.9,-89.3,0.028069610382421152
17167,39.9,-89.2,0.009032658775629754
17167,40.0,-89.7,0.0051246822230171605
17167,40.0,-89.6,0.010859795153974046
17167,40.0,-89.5,0.0073505126352217095
17177,42.2,-89.9,0.023299822558686723
17177,42.2,-89.8,0.03267275549434249
17177,42.2,-89.7,0.0320425920214989
17177,42.2,-89.6,0.030950863991451597
17177,42.2,-89.5,0.030850051475486483
17177,42.2,-89.4,0.016266326424936594
17177,42.3,-89.9,0.0448453433263749
17177,42.3,-89.8,0.0626340509111633
17177,42.3,-89.7,0.06263405091116306
