county_fips,lat,lon,weight
29197,40.5,-92.5,0.11794748894172623
29197,40.5,-92.4,0.11644421780456729
29197,40.4,-92.7,0.043380484772050025
29197,40.4,-92.6,0.11812039466740107
29197,40.4,-92.5,0.11812039466741008
29197,40.4,-92.4,0.11754257398851312
29197,40.4,-92.3,1.599270218835454e-06
29197,40.3,-92.7,0.0025864698045488113
29197,40.3,-92.6,0.007104682107610936
29197,40.3,-92.5,0.005933609087274669
29197,40.3,-92.4,0.0044007399637678605
29197,40.3,-92.3,9.273091194162477e-07
19075,42.6,-93.0,0.0036154611568404746
19075,42.6,-92.9,0.0043538456511679965
19075,42.6,-92.8,0.004120969388216146
19075,42.6,-92.7,0.004099107590699038
19075,42.6,-92.6,0.003927279268579789
19075,42.5,-93.0,0.05052710756360706
19075,42.5,-92.9,0.07023619221578029
19075,42.5,-92.8,0.07023619221578639
19075,42.5,-92.7,0.0702361922157823
19075,42.5,-92.6,0.06779234762704847
19075,42.5,-92.5,0.0021947182152057426
19075,42.4,-93.0,0.036941298461012115
19075,42.4,-92.9,0.07034677153100685
19075,42.4,-92.8,0.07034677153100485
19075,42.4,-92.7,0.07034677153100467
19075,42.4,-92.6,0.070346771531005
19075,42.4,-92.5,0.011336010857700031
19075,42.3,-93.0,0.03668329319562781
19075,42.3,-92.9,0.07045713190283284
19075,42.3,-92.8,0.06457147691500169
19075,42.3,-92.7,0.037457724356299016
19075,42.3,-92.6,0.03740805945594135
19075,42.3,-92.5,0.006123742923700977
19075,42.2,-93.0,0.014797665578691077
19075,42.2,-92.9,0.02826649459373221
19075,42.2,-92.8,0.02323060252672588
19149,42.9,-96.6,5.248936654074067e-06
19149,42.9,-96.5,0.02175991954280369
19149,42.9,-96.4,0.02407321347491353
19149,42.9,-96.3,0.024095597991522038
19149,42.9,-96.2,0.024090708825342907
19149,42.9,-96.1,0.02429772239291895
19149,42.9,-96.0,0.024334156919073903
19149,42.9,-95.9,0.02193717077056301
19149,42.8,-96.6,0.01944355654492306
19149,42.8,-96.5,0.04060049145666558
19149,42.8,-96.4,0.04062135319678778
19149,42.8,-96.3,0.04062135319678593
19149,42.8,-96.2,0.04062135319678514
19149,42.8,-96.1,0.04062135319678717
19149,42.8,-96.0,0.04062135319679571
19149,42.8,-95.9,0.03691613001904094
19149,42.7,-96.6,0.02085188357822727
19149,42.7,-96.5,0.04018579243045562
19149,42.7,-96.4,0.040685992470947764
19149,42.7,-96.3,0.04068599247094924
19149,42.7,-96.2,0.04068599247094947
19149,42.7,-96.1,0.04068599247094855
19149,42.7,-96.0,0.04068599247095273
